classmark,title,date_from,date_to,summary,medical_terms
MS-MOSSERI-IX-00221-00002,Medical,0500-01-01,1899-12-31,"Fragment from a medical work, in very faint, almost illegible, script.","['faint', 'medical']"
MS-MOSSERI-V-00230-00002,Medical,0500-01-01,1899-12-31,A small piece from a medical work (possibly a pharmacopoeia).,"['medical', 'pharmacopoeia']"
MS-MOSSERI-V-00232-00001,Medical,0500-01-01,1899-12-31,"Leaves from a pharmacopoeia, including drug recipes for the liver, stomach, haemorrhoids and coughs. Ingredients include borax, alum, raisins, honey, scamony, kohl, rose, myrobalan, saffron, mumie, licorice, pepper, Acacia seeds and Arabic resin.","['acacia', 'alum', 'borax', 'cough', 'drug', 'haemorrhoid', 'honey', 'licorice', 'liver', 'mumie', 'myrobalan', 'pepper', 'pharmacopoeia', 'raisin', 'resin', 'rose', 'saffron', 'scamony', 'stomach']"
MS-MOSSERI-V-00234-00001,Medical,0500-01-01,1899-12-31,"Part of a pharmacopoeia, consisting of drug recipes, mainly to treat eye diseases, including potions. Cadmium is mentioned.","['cadmium', 'disease', 'drug', 'eye', 'pharmacopoeia', 'potion', 'treat']"
MS-MOSSERI-V-00234-00002,Medical,0500-01-01,1899-12-31,Possibly a pharmacopoeia.,['pharmacopoeia']
MS-MOSSERI-V-00236-00002,Medical,0500-01-01,1899-12-31,"Probably a fragment from a translation, or a discussion, of the Book of Stones by Jābir, opening with ‘Dioscorides said’.",[]
MS-MOSSERI-V-00236-00003,Medical,0500-01-01,1899-12-31,"From a medical work dealing with, among other subjects, the treatment of eye diseases. It gives various recipes, which include the ingredients onion, pearl and cadmium.","['cadmium', 'disease', 'eye', 'medical', 'onion', 'pearl', 'treatment']"
MS-MOSSERI-V-00390-00002,Medical; magical,0500-01-01,1899-12-31,"Possibly medical or magical recipes, numbered.","['magical', 'medical']"
MS-MOSSERI-VI-00038-00001,Medical,0500-01-01,1899-12-31,"Leaf from a medical work, mentioning liquid mercury among other substances.","['medical', 'mercury']"
MS-MOSSERI-VIII-00018-00003,Medical,0500-01-01,1899-12-31,From a medical book.,['medical']
MS-MOSSERI-X-00030-00001,Medical,0500-01-01,1899-12-31,"Part of a leaf from a Judaeo-Arabic medical book, dealing with treatment for blood in the urine and other ailments, and describing the preparation of medicaments with myrtle seeds, fennel, clay, and gum arabic.","['ailment', 'blood', 'clay', 'fennel', 'gum', 'medical', 'medicament', 'myrtle', 'preparation', 'treatment', 'urine']"
MS-MOSSERI-X-00037,Piyyuṭ; medical,0500-01-01,1899-12-31,"Recto: collection of verses from piyyuṭim with acrostics of the names Judah, Isaac and Abraham. Verso: Arabic medical prescription mentioning figs, vinegar, sal ammoniac, and oxymel; on the margin of verso, lines of a Hebrew liturgical poem","['ammoniac', 'liturgical', 'medical', 'oxymel', 'piyyuṭim', 'prescription', 'sal', 'vinegar']"
MS-TS-00006-J-00002-00018,Medical,0500-01-01,1899-12-31,"Medical recipe for a purifying mixture, mentioning substances such as mastic gum, Indian myrobalan, aniseed, and fennel.","['aniseed', 'fennel', 'gum', 'mastic', 'medical', 'myrobalan', 'purifying']"
MS-TS-00006-J-00006-00008,Medical (?); magical (?); letter (?),0500-01-01,1899-12-31,"Recipe and instructions, possibly part of a letter or instructions for medical or magical purposes.","['magical', 'medical']"
MS-TS-00006-J-00008-00005,Medical,0500-01-01,1899-12-31,"Medical prescription, which includes ingredients such as crushed marsh mallow, liquorice, chicory seed, senna, and lemon juice.","['chicory', 'crushed', 'juice', 'lemon', 'liquorice', 'mallow', 'medical', 'prescription', 'senna']"
MS-TS-00008-00277,Medical,0500-01-01,1899-12-31,Short medical prescription.,"['medical', 'prescription']"
MS-TS-00008-J-00005-00019,Legal document; medical,1158-01-01,1158-12-31,"Recto: Elʿazar b. Tamīm (known as Ibn Raṣṣāṣī) releases Elʿazar b. Benjamin. Dated Nisan 4918 of the Era of Creation (= 1158 CE), with an addendum. Below are marginalia in the hand from verso dealing with medical issues. Verso: draft of a chapter from a medical book or a medical notebook, mentioning for example drinks made from poppies and violets.","['hand', 'medical', 'nisan', 'poppy', 'release', 'violet']"
MS-TS-00008-J-00005-00020,Legal document; medical,1158-01-01,1158-12-31,"Recto: Elʿazar b. Tamīm (known as Ibn Raṣṣāṣī) releases Elʿazar b. Benjamin. Dated Nisan 4918 of the Era of Creation (= 1158 CE), with an addendum. Verso: draft of a chapter from a medical book or a medical notebook, dealing with neoplasms.","['medical', 'neoplasm', 'nisan', 'release']"
MS-TS-00008-J-00015-00020,Letter; medical,0500-01-01,1899-12-31,"Recto: letter of congratulations for the New Year and Day of Atonement to Elʿazar ha-Sar. Verso: medical prescription for the treatment of a cough, mentioning substances such as gum tragacanth, gum arabic, corn starch and cucumber seeds.","['corn', 'cough', 'cucumber', 'gum', 'medical', 'prescription', 'starch', 'tragacanth', 'treatment']"
MS-TS-00008-J-00015-00024,Letter; medical,1100-01-01,1100-12-31,"Recto: letter from Muḵtār b. Jacob to Saʿīd b. Najā’, c. 1100 CE. Verso: jottings in Arabic script.",['najā']
MS-TS-00012-00033,Medical; piyyuṭ; letter,0500-01-01,1899-12-31,"Recto: medical prescription with instructions for preparation. Ingredients include myrobalan, red raisins and borage. In rubricated script Abū ʿUmar the doctor is mentioned on verso. Verso: draft of a letter and piyyuṭ.","['doctor', 'medical', 'myrobalan', 'piyyuṭ', 'preparation', 'prescription', 'raisin', 'red']"
MS-TS-00012-00052,Colophon; medical; philosophy,0500-01-01,1899-12-31,"Bifolium that shows considerable evidence of reuse. Originally, there was a colophon on f. 1v to Isaac b. Sulaymān’s ‘Book of Fevers’ (כתאב מגמוע מן אקאויל אלאואיל פי אלחמאיאת ממא עני בגמעה ותאליפה אסחק בן סולימאן אל אסראילי). Subsequently other hands have reused both sides of the bifolium, treating it as a single leaf. The texts include different Judaeo-Arabic philosophical treatises on Creation, and some Arabic basmalas.","['basmalas', 'colophon', 'fever', 'hand', 'side', 'treating']"
MS-TS-00013-J-00006-00004,Letter; medical,0500-01-01,1899-12-31,"Letter, requesting various drugstore items to be sent, mentioning people including Abū l-Faḍāʾil and places such as Qalyūb. The drugstore items are all written in Arabic script.",['drugstore']
MS-TS-00013-J-00006-00014,Legal document; medical,1020-01-01,1020-12-31,"Recto: dowry deed (שטר פרנא) for Ḥaẓiyya bint Nathan (bride) and Manṣūr (groom). Dated c. 1020 CE, in Tyre. The bride agrees to reside with her parents in Tyre for the first year of her marriage, after which she will move with her husband, Manṣūr, to Acre, to reside in a house given to them by her father Nathan. Nathan reserves the right to reside in that same house, should he return to Acre. Witnessed by Joseph ha-Levi b. Manasseh, Mevoraḵ b. Menaḥem, and Samuel b. Moses he-Ḥaver, who also wrote the document. Verso: an unrelated twelve-line text, a medical prescription in Arabic script.","['bride', 'father', 'groom', 'manasseh', 'medical', 'menaḥem', 'mevoraḵ', 'prescription']"
MS-TS-AR-00041-00081,Medical; legal document,1100-01-01,1199-12-31,"Short of writing paper in India, Jewish traders resident there sometimes wrote their documents on cloth. Recto: medical recipes (including a wide variety of exotic ingredients from India, Persia and elsewhere) probably written by the India trader Abraham Ibn Yijū. Ingredients include Psoralea Bituminous, yellow, black and chebulic myrobalan, bdellium, leek seeds, leek-water, fennel, Indian salt, Persian origan, nard, cumin of Kirman, cinnamon, sagapenum and sugar candy. Verso: part of a court record in the hand of Ibn Yijū, presumably written in Mangalore, India. The text of the court record is badly effaced, but it refers to a court ruling that was issued in Bharūch (a port city in northwest India).","['bdellium', 'bituminous', 'candy', 'chebulic', 'cinnamon', 'cloth', 'cumin', 'fennel', 'hand', 'leek', 'leek-water', 'mangalore', 'medical', 'myrobalan', 'nard', 'origan', 'psoralea', 'sagapenum', 'salt', 'sugar', 'yellow']"
MS-TS-K-00015-00009,Medical; list,0500-01-01,1899-12-31,"List of objects found in a physician’s dispensary, referring to different kinds of bottles, containers made of clay, boxes, pots, and ovens. Between the second and the third column a box made of copper used by ‘the physician’ for water is mentioned. Arabic jottings on verso.","['bottle', 'box', 'clay', 'physician', 'water']"
MS-TS-K-00025-00212,Medical; document,0500-01-01,1899-12-31,"Medical recipe with no description of its use. The ingredients are anchusa, milk, myrobalan, agaric, Armenian bole, anise and lavender. The leaf also preserves portions of two lines of a widely-spaced Arabic official document, in very large script, written transversally in relation to the medical text.","['anchusa', 'anise', 'lavender', 'medical', 'milk', 'myrobalan', 'portion']"
MS-TS-00013-J-00020-00016,Letter; medical,0500-01-01,1899-12-31,"Letter from Jacob b. Isaac to his son Isaac. The father describes a skin condition called dā’ al-quwab, that is affecting him.","['condition', 'father', 'skin']"
MS-TS-00018-J-00002-00011,Letter; medical,0500-01-01,1899-12-31,"Recto: letter from a man sent to Minyat Zifta, Egypt, describing an epidemic taking place there, there which had caused twelve or thirteen deaths in the Jewish community. Mentions Šabbetay b. Abraham. Verso: address in Arabic and a damaged line of Hebrew text.","['caused', 'death', 'epidemic', 'minyat']"
MS-TS-AR-00027-00085,Commentary; medical,0500-01-01,1899-12-31,"Leaf 1: commentary on Hosea. Leaf 2: medical text dealing with physiology, particularly the humours and the temperaments of the body.","['body', 'humour', 'medical', 'physiology']"
MS-TS-AR-00028-00039,Medical,0500-01-01,1899-12-31,"Leaf 1: Anatomy and physiology, discussing the pneuma and the blood. Leaf 2: Recipes for prescriptions.","['anatomy', 'blood', 'physiology', 'pneuma', 'prescription']"
MS-TS-AS-00006-00087,Medical,0500-01-01,1899-12-31,Medical text: pharmacopoeia.,"['medical', 'pharmacopoeia']"
MS-TS-AS-00006-00156,Minute fragments; medical; unidentified,0500-01-01,1899-12-31,"66 minute fragments (18 paper, 48 vellum), of which one (row 2, no. 6) is a medical text (pharmacopoeia) in Arabic that belongs with T-S AS 6.87; two are unidentified texts in Arabic which belong together (row 4, no 3 and row 5, no. 3).","['medical', 'pharmacopoeia']"
MS-TS-AS-00026-00038,Bible; jottings; medical,0500-01-01,1899-12-31,"Psalms 149:1-150:4 with Hebrew writing-exercises, jottings in Judaeo-Arabic, and two lines of a medical recipe in Arabic.",['medical']
MS-TS-AS-00044-00100,Bible; medical; exercises,0500-01-01,1899-12-31,Recto and verso: Leviticus 5:23-26. Verso: medical recipe in Judaeo-Arabic; writing exercises in Arabic script.,"['exercise', 'medical']"
MS-TS-AS-00045-00055,Medical (?),0500-01-01,1899-12-31,"Too little text remains to identify, possibly a medical prescription.","['medical', 'prescription']"
MS-TS-AS-00054-00095,Medical; Bible,0500-01-01,1899-12-31,"Recto: advice in Arabic to doctors regarding their relationship with patients, and mentioning Hippocrates. Verso: Genesis 1:1-8.","['doctor', 'hippocrates', 'patient']"
MS-TS-AS-00059-00279,Medical (?),0500-01-01,1899-12-31,Possibly part of a medical treatise.,['medical']
MS-TS-AS-00069-00044,Bible; targum; medical,0500-01-01,1899-12-31,Recto: Genesis 11:5-11 with Targum Onqelos. Verso: medical remedies in Judaeo-Arabic.,"['medical', 'onqelos', 'remedy', 'targum']"
MS-TS-AS-00071-00187,Medical (?),0500-01-01,1899-12-31,"Text is too damaged to identify, probably pharmacopeia.",['pharmacopeia']
MS-TS-AS-00110-00219,Medical,0500-01-01,1899-12-31,Pharmacopoeia.,['pharmacopoeia']
MS-TS-AS-00111-00229,Medical; unidentified,0500-01-01,1899-12-31,Recto: medical-pharmaceutical text in Arabic referring to lisān al-ʿuṣfūr (common ash). Verso: unidentified Hebrew text with marginalia.,"['ash', 'medical-pharmaceutical']"
MS-TS-AS-00117-00004,Piyyuṭ; medical,0500-01-01,1899-12-31,Recto: piyyuṭ in Hebrew and Aramaic. Verso: medical prescription in Arabic referring to goat’s spleen.,"['goat', 'medical', 'piyyuṭ', 'prescription', 'spleen']"
MS-TS-AS-00118-00391,Medical,0500-01-01,1899-12-31,"Pharmacopoiea, referring to purslane.","['pharmacopoiea', 'purslane']"
MS-TS-AS-00120-00237,Piyyuṭ; medical,0500-01-01,1899-12-31,Recto: piyyuṭ. Verso: pharmacopoeia in Arabic.,"['pharmacopoeia', 'piyyuṭ']"
MS-TS-AS-00135-00312,Medical (?),0500-01-01,1899-12-31,"Unidentified, referring to a physician.",['physician']
MS-TS-AS-00137-00061,Medical,0500-01-01,1899-12-31,Pharmacopoeia: directions for preparing a mixture.,"['pharmacopoeia', 'preparing']"
MS-TS-AS-00144-00079,Medical,0500-01-01,1899-12-31,A recipe for an eye medicine.,"['eye', 'medicine']"
MS-TS-AS-00144-00179,Medical,0500-01-01,1899-12-31,Medical work on diseases of the liver.,"['disease', 'liver', 'medical']"
MS-TS-AS-00144-00186,Medical,0500-01-01,1899-12-31,"Medical work on indigestion, mentioning Galen.","['galen', 'indigestion', 'medical']"
MS-TS-AS-00144-00291,Medical,0500-01-01,1899-12-31,Text in Judaeo-Arabic containing the title ‘The Second Book of the Qanun’ (= Ibn Sina’s Qanun?). Text in Arabic script not identified.,['sina']
